group,user,task_id,level_puzzle,started,create_shape,submitted,completed
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1b06f2a47bf02a5aeeb5eee15061dd76,8. Combine 2 Ramps,Basic Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,45-Degree Rotations,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Pyramids are Strange,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Warm Up,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Angled Silhouette,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Sugar Cones,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Stranger Shapes,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Tall and Small,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Ramp Up and Can It,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,More Than Meets Your Eye,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Not Bird,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Unnecessary,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Zzz,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Bull Market,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Few Clues,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Orange Dance,Advanced Puzzles,1,1,0,0
c6262795f034865c9e9203305638ee79,adf5228f64a7d8954ae7614729729f4a,Bear Market,Advanced Puzzles,1,1,0,0
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,Square Cross-Sections,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,Boxes Obscure Spheres,Intermediate Puzzles,1,0,0,0
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,Sandbox,SAND,1,1,0,0
c6262795f034865c9e9203305638ee79,5b05639df7f654ec0b22e86cc1d1158b,Warm Up,Advanced Puzzles,1,0,0,0
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,45-Degree Rotations,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Pyramids are Strange,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Warm Up,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Angled Silhouette,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f093c0d517d1cfcedd496536160f18d4,Bull Market,Advanced Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,c1e1d3389671bcfccbe590ce97c36b42,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,c1e1d3389671bcfccbe590ce97c36b42,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,c1e1d3389671bcfccbe590ce97c36b42,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,c1e1d3389671bcfccbe590ce97c36b42,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,c1e1d3389671bcfccbe590ce97c36b42,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,c1e1d3389671bcfccbe590ce97c36b42,6. Stretch a Ramp,Basic Puzzles,1,1,0,0
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,23cc150b3334c3f316fb29fd8c7bb48d,4. Match Silhouettes,Basic Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Bird Fez,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,45-Degree Rotations,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Pyramids are Strange,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Warm Up,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Angled Silhouette,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Sugar Cones,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Stranger Shapes,Advanced Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Tall and Small,Advanced Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,1d0a0548d9586e4cd74019a0ce91c6d3,Ramp Up and Can It,Advanced Puzzles,1,0,0,0
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,45-Degree Rotations,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Pyramids are Strange,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Angled Silhouette,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Warm Up,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Sugar Cones,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Stranger Shapes,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Tall and Small,Advanced Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Ramp Up and Can It,Advanced Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,922d9b752ef23eb9c27b22dd9e96b0dd,Sandbox,SAND,1,1,0,0
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,9. Scaling Round Objects,Basic Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,15776a754fac811d8592f8746dfe03f6,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,8. Combine 2 Ramps,Basic Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,Sandbox,SAND,1,1,0,0
c6262795f034865c9e9203305638ee79,f05b5d1373b538bfbdea776a3aff23db,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,45-Degree Rotations,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Pyramids are Strange,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,90fd4d4e0af8796d9bff08c93a37690a,Sandbox,SAND,1,1,0,0
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Square Cross-Sections,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Bird Fez,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,45-Degree Rotations,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Pyramids are Strange,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Warm Up,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Angled Silhouette,Intermediate Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,185f8ea3abb5153621b2759e8972478f,Sandbox,SAND,1,0,0,0
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,Square Cross-Sections,Intermediate Puzzles,1,1,0,0
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,2. Separated Boxes,Basic Puzzles,1,1,1,0
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,eb28ab106ea3efb1b9e586b1b531b7b8,7. Max 2 Boxes,Basic Puzzles,1,1,0,0
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,1. One Box,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,2. Separated Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,3. Rotate a Pyramid,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,4. Match Silhouettes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,5. Removing Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,6. Stretch a Ramp,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,7. Max 2 Boxes,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,8. Combine 2 Ramps,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,9. Scaling Round Objects,Basic Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Square Cross-Sections,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Bird Fez,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Pi Henge,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,45-Degree Rotations,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Pyramids are Strange,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Boxes Obscure Spheres,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Object Limits,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Warm Up,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Angled Silhouette,Intermediate Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Sugar Cones,Advanced Puzzles,1,1,1,1
c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Stranger Shapes,Advanced Puzzles,1,1,1,1
